run_id,status,RL1_value,C1_value,raw_file,log_file,plot_file,manual_behavior_label,manual_notes
0,ok,4500.0,4.999999999999999e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0000.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0000.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0000.png,,
1,ok,4500.0,5.8611193690212385e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0001.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0001.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0001.png,,
2,ok,4500.0,6.870544051583186e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0002.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0002.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0002.png,,
3,ok,4500.0,8.053815763289574e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0003.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0003.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0003.png,,
4,ok,4500.0,9.44087511294902e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0004.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0004.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0004.png,,
5,ok,4500.0,1.1066819197003217e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0005.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0005.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0005.png,,
6,ok,4500.0,1.2972789669802326e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0006.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0006.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0006.png,,
7,ok,4500.0,1.5207013760783413e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0007.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0007.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0007.png,,
8,ok,4500.0,1.7826024579660037e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0008.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0008.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0008.png,,
9,ok,4500.0,2.0896091587298827e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0009.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0009.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0009.png,,
10,ok,4500.0,2.4494897427831788e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0010.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0010.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0010.png,,
11,ok,4500.0,2.8713503551290684e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0011.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0011.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0011.png,,
12,ok,4500.0,3.3658654363385995e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0012.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0012.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0012.png,,
13,ok,4500.0,3.945547820488658e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0013.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0013.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0013.png,,
14,ok,4500.0,4.625065350413122e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0014.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0014.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0014.png,,
15,ok,4500.0,5.421612021659072e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0015.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0015.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0015.png,,
16,ok,4500.0,6.355343046292877e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0016.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0016.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0016.png,,
17,ok,4500.0,7.449884845080326e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0017.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0017.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0017.png,,
18,ok,4500.0,8.732932872495618e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0018.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0018.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0018.png,,
19,ok,4500.0,1.0236952401469272e-07,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0019.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0019.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0019.png,,
20,ok,4500.0,1.2000000000000007e-07,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0020.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0020.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0020.png,,
21,ok,4750.0,4.999999999999999e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0021.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0021.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0021.png,,
22,ok,4750.0,5.8611193690212385e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0022.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0022.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0022.png,,
23,ok,4750.0,6.870544051583186e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0023.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0023.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0023.png,,
24,ok,4750.0,8.053815763289574e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0024.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0024.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0024.png,,
25,ok,4750.0,9.44087511294902e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0025.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0025.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0025.png,,
26,ok,4750.0,1.1066819197003217e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0026.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0026.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0026.png,,
27,ok,4750.0,1.2972789669802326e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0027.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0027.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0027.png,,
28,ok,4750.0,1.5207013760783413e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0028.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0028.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0028.png,,
29,ok,4750.0,1.7826024579660037e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0029.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0029.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0029.png,,
30,ok,4750.0,2.0896091587298827e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0030.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0030.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0030.png,,
31,ok,4750.0,2.4494897427831788e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0031.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0031.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0031.png,,
32,ok,4750.0,2.8713503551290684e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0032.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0032.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0032.png,,
33,ok,4750.0,3.3658654363385995e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0033.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0033.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0033.png,,
34,ok,4750.0,3.945547820488658e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0034.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0034.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0034.png,,
35,ok,4750.0,4.625065350413122e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0035.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0035.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0035.png,,
36,ok,4750.0,5.421612021659072e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0036.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0036.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0036.png,,
37,ok,4750.0,6.355343046292877e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0037.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0037.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0037.png,,
38,ok,4750.0,7.449884845080326e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0038.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0038.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0038.png,,
39,ok,4750.0,8.732932872495618e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0039.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0039.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0039.png,,
40,ok,4750.0,1.0236952401469272e-07,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0040.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0040.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0040.png,,
41,ok,4750.0,1.2000000000000007e-07,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0041.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0041.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0041.png,,
42,ok,5000.0,4.999999999999999e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0042.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0042.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0042.png,,
43,ok,5000.0,5.8611193690212385e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0043.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0043.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0043.png,,
44,ok,5000.0,6.870544051583186e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0044.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0044.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0044.png,,
45,ok,5000.0,8.053815763289574e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0045.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0045.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0045.png,,
46,ok,5000.0,9.44087511294902e-09,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0046.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0046.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0046.png,,
47,ok,5000.0,1.1066819197003217e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0047.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0047.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0047.png,,
48,ok,5000.0,1.2972789669802326e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0048.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0048.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0048.png,,
49,ok,5000.0,1.5207013760783413e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0049.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0049.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0049.png,,
50,ok,5000.0,1.7826024579660037e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0050.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0050.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0050.png,,
51,ok,5000.0,2.0896091587298827e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0051.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0051.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0051.png,,
52,ok,5000.0,2.4494897427831788e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0052.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0052.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0052.png,,
53,ok,5000.0,2.8713503551290684e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0053.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0053.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0053.png,,
54,ok,5000.0,3.3658654363385995e-08,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0054.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\raw_runs\map_0054.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis__2_\automation\results_behavior_windows\tonic_bursting\coupling_rl1_c1\plots\map_0054.png,,
