RL1,RL2,C1,C2,ENa,EK,run_id,status,raw_file,log_file
5627.839794805352,8621.987014196722,5.457730447381864e-09,2.9908442525140464e-09,-1.5021105985311838,1.1993106946054966,10,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0010.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0010.log
4769.053322273736,8732.212383466518,7.76572021749732e-09,1.4097987970894445e-09,-1.44647128809382,1.5051545690349126,11,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0011.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0011.log
4174.196693372386,4246.815611212893,1.5172956810719695e-09,9.36115735292947e-09,-1.2124290087288214,1.1872850898864424,12,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0012.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0012.log
4977.908076061549,5274.933443067425,6.698961133926177e-09,8.767382078058086e-09,-1.1257535770635927,1.361004999015254,13,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0013.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0013.log
6420.775368845773,7383.941489827677,8.824543981172484e-09,2.1488463284918612e-09,-1.2738450519880713,1.4770278189489172,14,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0014.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0014.log
6320.072094144272,8195.796188723849,7.426590020850019e-09,4.986918955676696e-09,-1.3749929279697986,1.427836558970075,15,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0015.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0015.log
4065.596526628606,5008.073452133048,6.114252420202713e-09,8.992128791885294e-09,-1.1222341588466338,1.4545504944721965,16,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0016.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0016.log
4346.111392107406,6264.088011836838,3.999140164424314e-08,9.498974577321573e-09,-1.4445125389035838,1.392433439470752,17,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0017.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0017.log
4371.9321106942225,8448.805031767854,1.5204983619179722e-08,5.58097027510228e-09,-1.2645755893854047,1.4365372332253443,18,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0018.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0018.log
4276.205753467087,6113.134162922384,4.48466780784738e-08,7.778891161971624e-10,-1.4014033869136941,1.162574411367341,19,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0019.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0019.log
5462.535094980101,6201.04724220812,2.796400505190011e-08,4.1260780607842614e-09,-1.5819554671860923,1.5527290664701758,20,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0020.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0020.log
7504.055284853615,6828.749975440094,1.3622326566604602e-08,2.042440837859459e-09,-1.362916189575694,1.3657814312479006,21,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0021.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0021.log
4920.513619294672,6574.646808109497,2.218940135893504e-09,7.615510914357903e-09,-1.235529857501243,1.334956938686488,22,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0022.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0022.log
5748.033635580034,7961.741953974492,7.131630891820397e-09,2.8559912932225033e-09,-1.2696314994948654,1.4635895324364774,23,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0023.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0023.log
7323.715541950298,7143.238398966152,1.1715561645584492e-08,3.3624588774607486e-09,-1.3516274127807055,1.1106360534722606,24,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0024.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0024.log
7861.842409196026,4464.81736089241,1.9349486268681438e-09,3.2190774797511592e-09,-1.5969641664895613,1.4817686719781051,25,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0025.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0025.log
4906.527224818904,5467.811082059005,1.3828793075048216e-09,1.6333303108549264e-09,-1.4930890268966988,1.1760981370619676,26,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0026.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0026.log
5981.939322584985,5345.257535371957,3.2374561466281125e-09,1.9531475344683668e-09,-1.3768766066625715,1.193401447005055,27,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0027.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0027.log
4098.690736045739,4128.378262096667,4.4098550369737495e-09,3.0790882874040686e-09,-1.5761174370914115,1.254290565408821,28,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0028.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0028.log
6024.860130385037,6721.049635367217,1.8252123495507513e-09,5.78970149614681e-09,-1.2757331907041989,1.383931095109658,29,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0029.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0029.log
6227.025568913985,5803.918645246109,5.9720358712729325e-09,8.275996661736107e-09,-1.2507981889421824,1.5761776993457672,30,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0030.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0030.log
5863.201138120822,5687.222094529696,3.17750165869412e-08,8.993095020330011e-10,-1.1621833221865219,1.118879382183831,31,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0031.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0031.log
4633.035810335023,7674.245761850357,1.794167196719951e-09,6.156325244398831e-10,-1.2560787412934122,1.5570927911841883,32,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0032.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0032.log
6639.58944670338,7178.473644849739,1.712684826790851e-08,8.761581561474062e-10,-1.4974112173821912,1.2372521597443784,33,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0033.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0033.log
7929.330528248005,5738.576851895337,5.2934850999575174e-09,1.261109577304815e-09,-1.4356797395847594,1.4948159873826319,34,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0034.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0034.log
6772.569525248715,8825.746964299784,9.564221821338699e-09,7.106610104521026e-09,-1.4051948474519074,1.3267730701711806,35,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0035.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0035.log
7751.509065052911,5123.094179853879,2.666741405721258e-08,1.3781118615026513e-09,-1.431750869610642,1.5297674791642903,36,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0036.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0036.log
7120.945297146871,7314.763285644475,1.9517158504166396e-09,4.7493412336159265e-09,-1.5080025328045075,1.3519458532631023,37,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0037.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0037.log
7424.1726298709455,5414.439582450472,3.7744312875336736e-08,9.62075178232399e-10,-1.100100635548683,1.3742932793955387,38,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0038.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0038.log
4657.935221816004,5077.473577891738,2.6742344460644756e-09,2.419608291854265e-09,-1.1401644224085792,1.5110665373760344,39,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0039.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0039.log
7717.684834778822,4010.3927470785966,6.495840054986441e-09,5.341333040863465e-09,-1.3436708033624183,1.3489527650149955,40,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0040.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0040.log
5274.984962287687,8105.506605949871,1.6484593049309168e-09,6.478419924030308e-09,-1.5896009480568278,1.258738046624804,41,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0041.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0041.log
6596.188162902134,7824.732835277904,2.98166678107148e-08,6.895635296952202e-10,-1.4200237561758173,1.3018463819200699,42,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0042.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0042.log
4438.678488006495,5358.89570991955,3.432482046508611e-09,3.818398921315569e-09,-1.541453320598315,1.5811078827471632,43,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0043.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0043.log
5137.412526238026,8477.922785088893,2.2758730300282317e-08,3.864018753919257e-09,-1.479921440412173,1.315409552872197,44,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0044.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0044.log
5887.5562545901785,8760.026517834161,2.443217939218106e-09,1.074662597570584e-09,-1.5607998158986556,1.3779589818866578,45,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0045.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0045.log
7916.690531985714,6927.649348219311,3.6432098636471937e-09,3.6251355397804205e-09,-1.4704011683167428,1.150461408293064,46,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0046.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0046.log
5497.310509584798,7706.908452750025,7.96213596062493e-09,8.348264237654353e-10,-1.3969415013456228,1.246904887737538,47,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0047.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0047.log
6642.349408700624,6429.398510831641,2.4807112276906056e-08,7.135528847962043e-10,-1.1521939313854281,1.2039001254728103,48,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0048.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0048.log
6958.338576038561,7538.842414396379,1.7145920350044207e-09,5.29476459142984e-10,-1.2003069092735434,1.1087350703767371,49,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0049.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0049.log
4821.03267373381,6898.791600683537,2.8634129541982186e-09,1.0498635587363636e-09,-1.1368029093398446,1.1028845462171162,50,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0050.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0050.log
7459.659333293637,7597.30914862604,1.636580816690625e-08,1.7719843746336362e-09,-1.3123971362986633,1.1738297685196226,51,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0051.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0051.log
7024.837418608002,8396.69162544946,1.2791302013858333e-09,3.1114802913647425e-09,-1.1769725917957798,1.4079778873606728,52,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0052.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0052.log
6054.885772671873,5860.606957441289,1.0846478771021231e-09,6.755385122747398e-09,-1.2303619907328933,1.2327391674597552,53,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0053.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0053.log
7647.530286444095,6676.622392492418,4.7351720698579474e-08,8.573042700864257e-09,-1.518507465125659,1.1578953143058013,54,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0054.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0054.log
4693.552498132551,6313.534045072296,2.3410253492839808e-08,4.269865427835143e-09,-1.4109742303079091,1.4882218805143714,55,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0055.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0055.log
5556.017983960169,4966.075775765413,1.0699452330478705e-09,1.2694560881652425e-09,-1.5561782801707689,1.138904929043681,56,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0056.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0056.log
4134.8200210843215,7853.817749574267,1.4344905995603165e-08,2.2316437633315867e-09,-1.3818002354108376,1.4435140847643708,57,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0057.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0057.log
6822.681990334579,6010.278632879834,2.5062186447097433e-09,6.3444395780090915e-09,-1.3044071791472613,1.5922710252773506,58,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0058.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0058.log
6523.737837339784,6077.568782915736,3.042473693655022e-08,6.0829587973189305e-09,-1.3692537188421952,1.5687391275361264,59,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0059.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0059.log
7785.561050088919,4440.571643625161,1.2478662354900727e-09,1.7022142602192004e-09,-1.3058546017584765,1.5000805195330131,60,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0060.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0060.log
4550.109283883164,4358.391182756613,1.1428076524472692e-09,1.0957056372787124e-09,-1.5903936328198685,1.4134070707195598,61,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0061.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0061.log
6139.793187116682,8943.782992578159,1.1704874067521597e-09,1.5845416728832594e-09,-1.3359465248578235,1.4153740975671087,62,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0062.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0062.log
6694.329248743656,5178.853991647995,1.0350633007349083e-08,1.1343968443452117e-09,-1.208796271524539,1.1254323854958732,63,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0063.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0063.log
4580.606147852894,8317.736672773517,2.2822977208367197e-09,2.7193293312337015e-09,-1.1058758432380973,1.1480336164327443,64,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0064.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0064.log
6096.807730396826,4066.756751879305,4.626125298236574e-09,5.319043179110954e-09,-1.199746617236498,1.357204782280152,65,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0065.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0065.log
5769.115679156294,6521.378227127067,2.6869433409665857e-08,1.524940386782087e-09,-1.2412280475215995,1.2881636270159618,66,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0066.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0066.log
7211.264539724024,4836.963039781852,2.655239578070766e-09,5.108426419785623e-10,-1.5662502923581199,1.5207973704030242,67,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0067.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0067.log
7360.514315509798,8689.271700072995,3.5621877963743563e-09,1.1745815394462058e-09,-1.5137473412868794,1.3868329160451902,68,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0068.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0068.log
6856.662838492601,7905.8856539991175,6.962715242526521e-09,7.599852548087527e-10,-1.1185582511594485,1.2734355389357153,69,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0069.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0069.log
4231.6207298341305,8575.289717640939,2.3846954412507117e-08,1.4966192812910683e-09,-1.1461680400471106,1.2782603266221892,70,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0070.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0070.log
4476.794006421491,8549.342013826394,3.0180477665053126e-09,1.4637146356688657e-09,-1.5226615242009984,1.3054287022841726,71,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0071.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0071.log
5572.773672156074,4253.694798792262,4.129083447124282e-09,1.8541965526278145e-09,-1.5728633327856145,1.1207429035379197,72,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0072.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0072.log
5103.794634840242,7751.246180121755,2.1203601922710923e-09,5.458152189498678e-10,-1.1853527185901278,1.2639800698498485,73,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0073.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0073.log
6453.061786552451,6631.8680058713035,9.697814693472876e-09,6.822921807742238e-09,-1.2865262488904816,1.341209248996656,74,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0074.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0074.log
5652.552813090495,4585.939660251376,1.5478273216007408e-09,1.321454350430747e-09,-1.4516821221098888,1.3245509806499747,75,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0075.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0075.log
5014.607232045296,5582.604905843298,4.925512674422e-09,2.0856020318714313e-09,-1.2218387048788275,1.4736650384941574,76,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0076.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0076.log
7046.410972506723,5232.095879520168,2.1929185430540888e-08,9.986197422742821e-10,-1.1725678143690113,1.4560354425704594,77,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0077.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0077.log
5819.724412919395,5788.512073278623,1.4056331944890639e-08,5.926661124461845e-10,-1.3923652220875313,1.143081869757513,78,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0078.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0078.log
7117.882483332467,6458.875824671581,5.733179039430333e-09,1.8918298610703315e-09,-1.5348936655559982,1.132786039273408,79,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0079.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0079.log
6499.998200896447,4197.8920976129475,2.0380395265422054e-08,1.2230453035356404e-09,-1.2273141852564924,1.4674716398639083,80,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0080.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0080.log
5311.898492620858,8850.822972974325,4.526614242815338e-09,6.349915483961917e-10,-1.3245562959146389,1.588776079971697,81,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0081.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0081.log
4505.434832165786,8049.599654897075,2.916288477255912e-09,5.696360702987854e-10,-1.333143181331328,1.2060603932393992,82,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0082.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0082.log
6910.968486305235,7000.763621759183,2.1023294344359925e-09,4.611528332709941e-09,-1.358562038774719,1.228594226832276,83,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0083.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0083.log
7636.735874314823,6395.956524547604,1.272817837308207e-08,3.442967350699109e-09,-1.2152328115392508,1.5748479640981872,84,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0084.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0084.log
4857.236482427377,4713.77404264315,3.581685818383405e-08,5.921230048592846e-09,-1.1563070770494375,1.165071533550531,85,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0085.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0085.log
4731.115968620006,5538.719101003933,1.3392880211704621e-09,2.489764934756298e-09,-1.5523159653813292,1.2430220181079417,86,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0086.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results\raw_runs\run_0086.log
