sweep_name,component,swept_value,coupled_negative_component,coupled_negative_value,run_id,status,raw_file,log_file,plot_file,manual_behavior_label,manual_notes
C1,C1,1e-09,,,0,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0000.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0000.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0000.png,,
C1,C1,1.2470281287818576e-09,,,1,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0001.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0001.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0001.png,,
C1,C1,1.5550791539731872e-09,,,2,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0002.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0002.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0002.png,,
C1,C1,1.939227447486858e-09,,,3,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0003.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0003.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0003.png,,
C1,C1,2.418271175121954e-09,,,4,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0004.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0004.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0004.png,,
C1,C1,3.0156521783994463e-09,,,5,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0005.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0005.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0005.png,,
C1,C1,3.760603093086394e-09,,,6,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0006.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0006.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0006.png,,
C1,C1,4.6895778382627906e-09,,,7,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0007.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0007.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0007.png,,
C1,C1,5.848035476425741e-09,,,8,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0008.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0008.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0008.png,,
C1,C1,7.292664737217109e-09,,,9,ok,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0009.raw,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\raw_runs\C1_0009.log,C:\Users\vchat\Downloads\Vaishnavi_s_Thesis\automation\results_one_by_one\03_C1\plots\C1_0009.png,,
